"","X882100.WI","X882101.WI","X882102.WI","X882103.WI","X882104.WI","X882105.WI","X882106.WI","X882107.WI","X882108.WI","X882109.WI","X882110.WI","X882111.WI","X882112.WI","X882113.WI","X882114.WI","X882115.WI","X882116.WI","X882117.WI","X882118.WI","X882119.WI","X882120.WI","X882121.WI","X882122.WI","X882123.WI","X882100.WI.1","X882101.WI.1","X882102.WI.1","X882103.WI.1","X882104.WI.1","X882105.WI.1","X882106.WI.1","X882107.WI.1","X882108.WI.1","X882109.WI.1","X882110.WI.1","X882111.WI.1","X882112.WI.1","X882113.WI.1","X882114.WI.1","X882115.WI.1","X882116.WI.1","X882117.WI.1","X882118.WI.1","X882119.WI.1","X882120.WI.1","X882121.WI.1","X882122.WI.1","X882123.WI.1"
"882112.WI",-0.0838848883446603,0.523739300938156,0.710132349877725,0.847371836688663,-0.0820482554952749,0.81012852870169,0.79367630872583,0.699644699967596,0.751746731371688,0.673329730237281,0.78478556562803,0.849506729806757,1,0.865335259251294,0.899234409627598,0.814414590026749,0.236295265025368,-0.274198267748048,0.633544654633847,0.61542496765122,0.750548762472837,0.602541169678454,0.328735041816648,0.663352537266647,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,-1,0,0
"882113.WI",-0.28941819240788,0.605296428253129,0.918440369413179,0.961145836148133,0.203922921052578,0.952835302929731,0.948901028615377,0.86998666428098,0.902212512881669,0.851072429166557,0.965663780659894,0.843055727563245,0.865335259251294,1,0.977383658524651,0.787714387182359,0.389450795402523,-0.216805803320853,0.749152957276591,0.841531987869101,0.923269960065897,0.83030466820965,0.478413573059773,0.813771356671374,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,5,-5,0,0,0,0,1,0
"882114.WI",-0.312109093378092,0.586653098804355,0.914807059024764,0.979067295179929,0.229104907098544,0.965935936349809,0.968019198948303,0.909339428678196,0.903642491849763,0.849578912051925,0.959842402367007,0.848317962844687,0.899234409627598,0.977383658524651,1,0.857282979061407,0.41362681100944,-0.20414737652711,0.812557901325309,0.862060951872444,0.945563731505226,0.809515718809667,0.493195878225559,0.857889615465985,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,0,0,0,0,1,0
"882115.WI",-0.139885841979871,0.449825601606778,0.718126522350839,0.802022117502229,0.0745007258780261,0.823691846191417,0.818745581250216,0.782761219311311,0.705760814678033,0.667112812621958,0.76063160238741,0.781775605692192,0.814414590026749,0.787714387182359,0.857282979061407,1,0.468893784016242,-0.226249766828089,0.795773429240748,0.69372722662359,0.75804419004342,0.521969275693129,0.404757069317231,0.738639787734294,5,5,0,-5,5,0,0,0,-5,5,0,0,0,0,0,0,0,-5,0,-5,-5,-5,4,5
"882116.WI",-0.236327861595053,0.211620363737612,0.49971157086023,0.413699552179223,0.525263214852724,0.449926263600785,0.481053549423529,0.462780414032021,0.464169977941087,0.40641847838406,0.422279400893877,0.153547770390294,0.236295265025368,0.389450795402523,0.41362681100944,0.468893784016242,1,-0.243774089595473,0.647684413158475,0.581584792797616,0.436932511240951,0.199022612479511,0.612364687495695,0.677991637275481,-5,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-3,0,-5,-5,0,0,-5,0,-5,-5,-5,-5,-5
"882117.WI",-0.407270032062255,-0.502313290068419,-0.249578822874594,-0.106921630233212,0.00148358105760384,-0.155369553576581,-0.189784757133168,-0.0587265922776313,-0.0943263700036652,-0.322816985394114,-0.160628990856816,-0.313299467502768,-0.274198267748048,-0.216805803320853,-0.20414737652711,-0.226249766828089,-0.243774089595473,1,-0.159511034701495,-0.0114805837736288,-0.0928152193226295,0.0067100843654818,-0.394522447521631,-0.218991816981721,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,-5,5
"882118.WI",-0.377614063113356,0.518697464724145,0.830305567658185,0.813078598814834,0.49373254716581,0.851403544770499,0.873933177521591,0.913395785306115,0.763618137496383,0.767372565553783,0.774692561500435,0.573150350699122,0.633544654633847,0.749152957276591,0.812557901325309,0.795773429240748,0.647684413158475,-0.159511034701495,1,0.867675246482283,0.850716118869946,0.629977638585201,0.537805078562683,0.870132001864561,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,5,0
"882119.WI",-0.623922315210162,0.442083623231514,0.893981071031448,0.907988812079126,0.601202491203942,0.896903994169253,0.928976272646446,0.951393184175398,0.900501729342664,0.798172734904012,0.883005642153089,0.562074807784075,0.61542496765122,0.841531987869101,0.862060951872444,0.69372722662359,0.581584792797616,-0.0114805837736288,0.867675246482283,1,0.957066796761148,0.828722444570733,0.602938579918091,0.888169208212484,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-5,0,0,0,0,1,0
"882120.WI",-0.506682894008207,0.575277114620332,0.941868333948794,0.967539521765731,0.463677596126886,0.966588975894292,0.980980922061728,0.97055817113725,0.916461407839496,0.877570144318965,0.952740710823097,0.720804257736092,0.750548762472837,0.923269960065897,0.945563731505226,0.75804419004342,0.436932511240951,-0.0928152193226295,0.850716118869946,0.957066796761148,1,0.908819382874012,0.532942910621053,0.866959316909003,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-5,0,0,0,0,5,0
"882121.WI",-0.502705156663692,0.595916325435931,0.871261420465255,0.854895266709214,0.424945349923035,0.868208368916138,0.857232703203994,0.835856219735524,0.792873069667013,0.838829987606749,0.886567068092191,0.63307115417798,0.602541169678454,0.83030466820965,0.809515718809667,0.521969275693129,0.199022612479511,0.0067100843654818,0.629977638585201,0.828722444570733,0.908819382874012,1,0.372636147557143,0.654946632214859,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,-5,0,0,0,0,5,0
"882122.WI",-0.192955082584199,0.303749565922747,0.561499347702783,0.517719021248441,0.557190685163461,0.467358561987768,0.533078360598741,0.499631559259488,0.621333103150503,0.521170805086364,0.506036099662726,0.251766784229684,0.328735041816648,0.478413573059773,0.493195878225559,0.404757069317231,0.612364687495695,-0.394522447521631,0.537805078562683,0.602938579918091,0.532942910621053,0.372636147557143,1,0.69261604491601,0,-5,-5,-5,-5,-5,-5,-5,-1,-5,-5,-5,0,-1,-1,-4,5,5,-5,-1,-5,-5,0,-5
"882123.WI",-0.431630147490539,0.448354485118522,0.861831917273542,0.862467872194398,0.55352288535979,0.83363599806532,0.883955663820703,0.869691346737155,0.846309056456516,0.759739548307506,0.844028723120314,0.58950801109328,0.663352537266647,0.813771356671374,0.857889615465985,0.738639787734294,0.677991637275481,-0.218991816981721,0.870132001864561,0.888169208212484,0.866959316909003,0.654946632214859,0.69261604491601,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,-5,0,0,0,0,5,0
