"","X801010.SI","X801020.SI","X801030.SI","X801040.SI","X801050.SI","X801080.SI","X801110.SI","X801120.SI","X801130.SI","X801140.SI","X801150.SI","X801160.SI","X801170.SI","X801180.SI","X801200.SI","X801210.SI","X801230.SI","X801710.SI","X801720.SI","X801730.SI","X801740.SI","X801750.SI","X801760.SI","X801770.SI","X801780.SI","X801790.SI","X801880.SI","X801890.SI","X801010.SI.1","X801020.SI.1","X801030.SI.1","X801040.SI.1","X801050.SI.1","X801080.SI.1","X801110.SI.1","X801120.SI.1","X801130.SI.1","X801140.SI.1","X801150.SI.1","X801160.SI.1","X801170.SI.1","X801180.SI.1","X801200.SI.1","X801210.SI.1","X801230.SI.1","X801710.SI.1","X801720.SI.1","X801730.SI.1","X801740.SI.1","X801750.SI.1","X801760.SI.1","X801770.SI.1","X801780.SI.1","X801790.SI.1","X801880.SI.1","X801890.SI.1"
"801150.SI",0.66948750141224,0.0153425166339114,0.595341659195444,-0.0474547051889185,0.178454984250368,0.855810275576299,0.458962175169346,0.542907931928767,0.603395356125351,0.724621635809486,1,0.541370801171474,0.21806261072324,0.0803397953918157,0.534800761940665,0.687823992769864,0.644952987902182,0.302792120857469,0.186377551063671,0.747134954313235,0.485354243511485,0.648455503508932,0.64674945518357,0.620558135207739,0.366364566798791,0.174002138064753,0.477193361210712,0.536671364632637,0,-94,0,47,-2,0,3,-1,-1,-1,0,-1,-5,-15,0,-2,-2,-1,12,0,1,1,1,0,90,-100,1,0
"801160.SI",0.503424149317743,0.151100063760549,0.492684588738806,0.290077237478058,0.0274081904233491,0.416471056342244,0.306806033929568,0.106100231447979,0.549291627718948,0.544306667286849,0.541370801171474,1,0.605770194629162,0.272371005491122,0.435508731397455,0.313228991978493,0.529899141090332,0.315705343339329,0.564676299305728,0.477675377808358,0.475995059130455,0.357070093492495,0.375523690777097,0.397629798153275,0.181497788214144,0.257124660180884,0.22502177880665,0.360210668820459,1,-92,2,3,-100,1,1,0,0,0,1,0,0,-43,1,-1,-1,-1,3,0,3,5,4,4,-83,100,2,4
"801170.SI",0.465635879219135,0.148759682105469,0.453702684796157,0.480684861430821,0.063413454259925,0.295504323588558,0.23582311033593,-0.039837731714416,0.578715270485483,0.600667042412519,0.21806261072324,0.605770194629162,1,0.151403406582639,0.603261684758465,0.367238800631881,0.502446172639809,0.33262903037062,0.390859309198374,0.36605268059129,0.529996723618052,0.381493376162959,0.320464509038095,0.355311785199705,0.136387384590681,0.345857612234945,0.293392879743205,0.41138663331021,1,-75,3,3,2,6,3,22,1,2,5,0,0,-44,2,2,0,2,1,3,4,11,8,8,-74,93,4,5
"801180.SI",0.0419302177749175,0.51686443049369,0.207136344551631,0.281921573704513,0.40600871803786,0.143384241717882,0.238155709197711,0.035838726735308,0.359509237799014,0.220195918202532,0.0803397953918157,0.272371005491122,0.151403406582639,1,0.20208925573609,0.356436042534883,0.418427935054753,0.368905488736156,0.23856972127619,0.207617926611672,0.143433092737611,0.154458099562413,0.121277657249359,0.0944040940229688,0.205539715456757,0.231699483647771,0.367306818369255,0.201289338694583,1,-38,8,-15,-17,16,4,-87,5,4,15,43,44,0,2,0,4,4,27,18,18,17,14,11,-65,-56,2,13
"801200.SI",0.739559608996273,0.279902721144342,0.629708599599311,0.299202312601368,0.314396827312092,0.572169213642005,0.525680564535433,0.327200260785172,0.814215955479746,0.755699651810303,0.534800761940665,0.435508731397455,0.603261684758465,0.20208925573609,1,0.653376829039264,0.719623120712664,0.553414401236172,0.33721988826895,0.688768407760646,0.545771678774194,0.624104212202285,0.554454241890022,0.551105551216711,0.194713952941885,0.203131847579935,0.576868617533477,0.618941911700012,-1,-25,1,0,-3,1,0,-3,-1,-1,0,-1,-2,-2,0,-1,-2,1,5,0,1,2,4,2,92,86,1,1
"801210.SI",0.628836784511489,0.136386201315058,0.589459256477258,0.0469321862007216,0.289758846641558,0.716362789758491,0.447837470693199,0.435405716762514,0.752011306743473,0.763615400312862,0.687823992769864,0.313228991978493,0.367238800631881,0.356436042534883,0.653376829039264,1,0.758340986695955,0.355758272749678,0.0883224663908566,0.610692592940966,0.439519623178143,0.638525239539252,0.618253952813724,0.580228711424315,0.335254411113819,0.153568132247017,0.524328951560523,0.494226480217268,0,-34,3,-6,-1,3,7,1,1,1,2,1,-2,0,1,0,0,2,30,2,3,5,6,3,-77,-100,3,4
"801230.SI",0.671571483648649,0.302657798623915,0.77896751763719,0.268243657341522,0.422523921542087,0.768068512452992,0.538905640450829,0.263608934199926,0.902521529211352,0.876026754515691,0.644952987902182,0.529899141090332,0.502446172639809,0.418427935054753,0.719623120712664,0.758340986695955,1,0.658606777153513,0.298580267808483,0.717367299233154,0.599459982545972,0.634514711302837,0.507234465637853,0.579641898770624,0.343085723698049,0.221086737439759,0.69716509347275,0.692361836241286,1,-38,2,-2,0,2,4,-2,1,1,2,1,0,-4,2,0,0,2,15,3,5,5,6,5,-72,-97,4,4
"801710.SI",0.520834431256617,0.442884667548708,0.550617694688191,0.454418135555179,0.566736087968708,0.452918283892388,0.575588343768594,0.11531168013264,0.60497659014136,0.571645437649762,0.302792120857469,0.315705343339329,0.33262903037062,0.368905488736156,0.553414401236172,0.355758272749678,0.658606777153513,1,0.381332170628598,0.551777444981176,0.529146371917132,0.233297498482956,0.0851025338033859,0.343164986910489,0.253104752988881,0.102135049329263,0.604968891755613,0.67907661644729,0,-53,-2,-1,-5,1,2,-8,-2,-1,1,1,-2,-4,-1,-2,-2,0,6,1,1,4,5,5,-75,-72,1,2
"801720.SI",0.300561011073838,0.154860643194661,0.26115492167855,0.314636966441972,0.0718835589309962,0.1437500614953,0.144876256059155,-0.0409602224664465,0.378357483825956,0.283094576885921,0.186377551063671,0.564676299305728,0.390859309198374,0.23856972127619,0.33721988826895,0.0883224663908566,0.298580267808483,0.381332170628598,1,0.363327022765358,0.271322944280568,0.341839575889716,0.210399017691782,0.262513617856994,0.132720609325227,0.405452483150977,0.0429194710959061,0.487235315437164,-6,-80,-6,1,-16,-11,-14,-2,-9,-15,-12,-3,-1,-27,-5,-30,-15,-6,0,-11,-6,-7,-18,-5,89,73,-5,-5
"801730.SI",0.697333270010343,0.199076491764323,0.59002934416923,0.0752732671157666,0.351372822348968,0.797201959591022,0.524102129783701,0.263427918345956,0.672697483694231,0.770346577158274,0.747134954313235,0.477675377808358,0.36605268059129,0.207617926611672,0.688768407760646,0.610692592940966,0.717367299233154,0.551777444981176,0.363327022765358,1,0.635172711908476,0.722194514800923,0.611109749590454,0.74315727516942,0.255197812068459,0.182748271579784,0.630857641229433,0.786229166712939,0,-55,0,-13,-3,0,1,-2,-1,-1,0,0,-3,-18,0,-2,-3,-1,11,0,0,2,3,1,-76,99,1,0
"801740.SI",0.557133613873216,0.219411480369976,0.537288700462037,0.312337186263243,0.437426435447597,0.563894451372488,0.416363896562425,0.120894223580746,0.551815711843295,0.66480415763914,0.485354243511485,0.475995059130455,0.529996723618052,0.143433092737611,0.545771678774194,0.439519623178143,0.599459982545972,0.529146371917132,0.271322944280568,0.635172711908476,1,0.462963972246708,0.341345396562716,0.455321852108693,0.205735420464561,0.300263913459765,0.533254092916395,0.699195260260549,-1,-2,-2,-2,-1,-1,0,-7,-2,-3,-1,-3,-4,-18,-1,-3,-5,-1,6,0,0,1,2,0,-80,100,0,0
"801750.SI",0.496487173669332,0.0157907672544677,0.536755779291265,0.116460154098833,0.119414658862166,0.722984750065154,0.411420838248786,0.161029235125124,0.635652818281498,0.715484876019458,0.648455503508932,0.357070093492495,0.381493376162959,0.154458099562413,0.624104212202285,0.638525239539252,0.634514711302837,0.233297498482956,0.341839575889716,0.722194514800923,0.462963972246708,1,0.834021265354149,0.77266338273996,0.309101293236501,0.276767126430814,0.411037711169162,0.664483883514756,-3,-61,-3,-50,-3,-2,-3,-3,-4,-4,-1,-5,-11,-17,-2,-5,-5,-4,7,-2,-1,0,1,-2,86,61,-1,-1
"801760.SI",0.412443707379308,-0.0376410700206019,0.387960023947154,-0.0116584024099347,-0.0482896363374396,0.632641608862864,0.378859086997444,0.158693759794519,0.474287607256451,0.605487046618279,0.64674945518357,0.375523690777097,0.320464509038095,0.121277657249359,0.554454241890022,0.618253952813724,0.507234465637853,0.0851025338033859,0.210399017691782,0.611109749590454,0.341345396562716,0.834021265354149,1,0.690504421306803,0.333951156257389,0.168974259381781,0.308323076991403,0.413911973443962,-5,-68,-2,100,-8,-2,-4,-2,-4,-4,-1,-4,-8,-14,-4,-6,-6,-5,18,-3,-2,-1,0,-2,92,95,-3,-2
"801770.SI",0.623798409747027,0.0636753432712755,0.632430245181709,0.154536638710159,0.020058564318846,0.698855440868327,0.462110686783639,0.248564041359206,0.54279462334304,0.709338766336682,0.620558135207739,0.397629798153275,0.355311785199705,0.0944040940229688,0.551105551216711,0.580228711424315,0.579641898770624,0.343164986910489,0.262513617856994,0.74315727516942,0.455321852108693,0.77266338273996,0.690504421306803,1,0.233147380133682,0.130284973163519,0.43482372986842,0.60202754169019,-3,-64,-2,-13,-3,0,-2,-2,-4,-3,0,-4,-8,-11,-2,-3,-5,-5,5,-1,0,2,2,0,88,100,-1,0
"801780.SI",0.293870160863872,0.172224003773883,0.34594026190025,0.0487171818308858,0.220756190351614,0.365393580215963,0.265351493981762,0.335763569750492,0.296337412683009,0.360254694704561,0.366364566798791,0.181497788214144,0.136387384590681,0.205539715456757,0.194713952941885,0.335254411113819,0.343085723698049,0.253104752988881,0.132720609325227,0.255197812068459,0.205735420464561,0.309101293236501,0.333951156257389,0.233147380133682,1,0.206873281979439,0.283391719434394,0.2134002386864,78,53,74,78,85,-90,-95,-100,78,77,-90,83,74,65,-92,77,72,75,-89,76,80,-86,-92,-88,0,-14,-72,75
"801790.SI",0.155190492806815,0.11391544077505,0.196565702252115,0.393783269861096,0.159065098901424,0.202956796951541,0.119793422637012,0.101025882196145,0.196077174782639,0.261881393792824,0.174002138064753,0.257124660180884,0.345857612234945,0.231699483647771,0.203131847579935,0.153568132247017,0.221086737439759,0.102135049329263,0.405452483150977,0.182748271579784,0.300263913459765,0.276767126430814,0.168974259381781,0.130284973163519,0.206873281979439,1,0.241906850102415,0.230893630524772,100,-100,100,-95,-61,100,-62,100,-83,-100,100,-100,-93,56,-86,100,97,72,-73,-99,-100,-61,-95,-100,14,0,98,-84
"801880.SI",0.518313546308958,0.350329711819907,0.597752675217078,0.246647955210592,0.562960866836771,0.656350558316065,0.594612246623161,0.176536277277836,0.596960415327383,0.656356125287814,0.477193361210712,0.22502177880665,0.293392879743205,0.367306818369255,0.576868617533477,0.524328951560523,0.69716509347275,0.604968891755613,0.0429194710959061,0.630857641229433,0.533254092916395,0.411037711169162,0.308323076991403,0.43482372986842,0.283391719434394,0.241906850102415,1,0.594772591052777,-2,-35,-2,-7,-6,-2,0,-6,-3,-2,-1,-2,-4,-2,-1,-3,-4,-1,5,-1,0,1,3,1,72,-98,0,-1
"801890.SI",0.596501362423786,0.231045837606825,0.568137571424795,0.26425424191082,0.501941937392262,0.661977841070319,0.509000295264375,0.185913211467953,0.664447857001499,0.695510734748131,0.536671364632637,0.360210668820459,0.41138663331021,0.201289338694583,0.618941911700012,0.494226480217268,0.692361836241286,0.67907661644729,0.487235315437164,0.786229166712939,0.699195260260549,0.664483883514756,0.413911973443962,0.60202754169019,0.2134002386864,0.230893630524772,0.594772591052777,1,-1,-10,-2,-11,-1,-1,-2,-3,-3,-3,0,-4,-5,-13,-1,-4,-4,-2,5,0,0,1,2,0,-75,84,1,0
