"","X882100.WI","X882101.WI","X882102.WI","X882103.WI","X882104.WI","X882105.WI","X882106.WI","X882107.WI","X882108.WI","X882109.WI","X882110.WI","X882111.WI","X882112.WI","X882113.WI","X882114.WI","X882115.WI","X882116.WI","X882117.WI","X882118.WI","X882119.WI","X882120.WI","X882121.WI","X882122.WI","X882123.WI","X882100.WI.1","X882101.WI.1","X882102.WI.1","X882103.WI.1","X882104.WI.1","X882105.WI.1","X882106.WI.1","X882107.WI.1","X882108.WI.1","X882109.WI.1","X882110.WI.1","X882111.WI.1","X882112.WI.1","X882113.WI.1","X882114.WI.1","X882115.WI.1","X882116.WI.1","X882117.WI.1","X882118.WI.1","X882119.WI.1","X882120.WI.1","X882121.WI.1","X882122.WI.1","X882123.WI.1"
"882110.WI",-0.0378806085956748,0.636914106387356,0.955167408720056,0.951685890951029,0.347568769100784,0.965333305639121,0.965570816438338,0.910496625495374,0.883749445882612,0.903202783301632,1,0.81112510501471,0.78478556562803,0.965663780659894,0.959842402367007,0.76063160238741,0.468339515365851,0.109166780078854,0.774692561500435,0.883005642153089,0.952740710823097,0.886567068092191,0.527759055776849,0.844028723120314,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,-149,0,0,0,0,58,0
"882111.WI",0.256258920136452,0.71249474144706,0.770703876149763,0.778752535710635,-0.0532143954723821,0.790355542082674,0.793866961161792,0.700333698603053,0.607159361265259,0.772680763182646,0.81112510501471,1,0.849506729806757,0.843055727563245,0.848317962844687,0.781775605692192,0.18240405325749,0.0271491376375073,0.573150350699122,0.562074807784075,0.720804257736092,0.63307115417798,0.275067227315382,0.58950801109328,180,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,180,-149,0,0,0,0,56,0
"882112.WI",0.189755987166215,0.523739300938156,0.710132349877725,0.847371836688663,-0.0633742902564283,0.81012852870169,0.79367630872583,0.699644699967596,0.751746731371688,0.673329730237281,0.78478556562803,0.849506729806757,1,0.865335259251294,0.899234409627598,0.814414590026749,0.236703659344041,0.0262290460357523,0.633544654633847,0.61542496765122,0.750548762472837,0.612687662384609,0.328735041816648,0.663352537266647,180,0,0,0,-180,0,0,0,0,0,0,0,0,0,0,0,46,-136,0,0,0,-127,0,0
"882113.WI",0.0161030348131032,0.605296428253129,0.918440369413179,0.961145836148133,0.203931010629778,0.952835302929731,0.948901028615377,0.86998666428098,0.902212512881669,0.851072429166557,0.965663780659894,0.843055727563245,0.865335259251294,1,0.977383658524651,0.787714387182359,0.401449978807526,0.111330597807246,0.749152957276591,0.841531987869101,0.923269960065897,0.83030466820965,0.478413573059773,0.813771356671374,180,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,48,-148,0,0,0,0,1,0
"882114.WI",-0.00626004815581125,0.586653098804355,0.914807059024764,0.979067295179929,0.229104907098544,0.965935936349809,0.968019198948303,0.909339428678196,0.903642491849763,0.849578912051925,0.959842402367007,0.848317962844687,0.899234409627598,0.977383658524651,1,0.857282979061407,0.436217241483728,0.10930727088656,0.812557901325309,0.862060951872444,0.945563731505226,0.809515718809667,0.493195878225559,0.857889615465985,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,-148,0,0,0,0,1,0
"882115.WI",0.0114881924670852,0.461868180720563,0.718126522350839,0.804248592368098,0.104535651009584,0.823691846191417,0.818745581250216,0.782761219311311,0.709208818129506,0.668864139826833,0.76063160238741,0.781775605692192,0.814414590026749,0.787714387182359,0.857282979061407,1,0.468893784016242,0.101134884436012,0.795773429240748,0.69403341731867,0.758259808314321,0.571626308396186,0.427224597004712,0.739848909802215,180,27,0,-12,72,0,0,0,-12,10,0,0,0,0,0,0,0,-171,0,-9,-7,-84,87,9
"882116.WI",-0.232688204574815,0.232293189192321,0.537259767434248,0.476491230224599,0.627870430874421,0.449926263600785,0.507396460835646,0.55332347284279,0.506261975469194,0.495128108602058,0.468339515365851,0.18240405325749,0.236703659344041,0.401449978807526,0.436217241483728,0.468893784016242,1,0.0822627143068276,0.647684413158475,0.606025865182435,0.524591966471704,0.463894503252698,0.630171086766638,0.683944402575279,88,-77,-77,-107,-86,0,-102,-113,-104,-106,-102,-180,-46,-48,-106,0,0,-142,0,-55,-153,-180,-47,-29
"882117.WI",-0.217793334737093,-0.0754478118472681,0.0919002028953914,0.137320049910715,0.207572317275426,0.119973469378122,0.125733668930346,0.152319569266596,0.169936227572221,0.0496754369069912,0.109166780078854,0.0271491376375073,0.0262290460357523,0.111330597807246,0.10930727088656,0.101134884436012,0.0822627143068276,1,0.138859399478501,0.170997210062989,0.145163948347786,0.110445759197801,0.110534491745908,0.165142480856253,143,136,140,140,-153,137,140,111,148,134,149,149,136,148,148,171,142,0,107,148,136,108,161,135
"882118.WI",-0.302826474975142,0.518697464724145,0.830305567658185,0.813078598814834,0.49373254716581,0.851403544770499,0.873933177521591,0.913395785306115,0.763618137496383,0.767372565553783,0.774692561500435,0.573150350699122,0.633544654633847,0.749152957276591,0.812557901325309,0.795773429240748,0.647684413158475,0.138859399478501,1,0.867675246482283,0.850716118869946,0.629977638585201,0.547722249905908,0.870132001864561,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107,0,0,0,0,40,0
"882119.WI",-0.329605206450123,0.442083623231514,0.893981071031448,0.907988812079126,0.601202491203942,0.896903994169253,0.928976272646446,0.951393184175398,0.900501729342664,0.798172734904012,0.883005642153089,0.562074807784075,0.61542496765122,0.841531987869101,0.862060951872444,0.69403341731867,0.606025865182435,0.170997210062989,0.867675246482283,1,0.957066796761148,0.828722444570733,0.602938579918091,0.888169208212484,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,-148,0,0,0,0,1,0
"882120.WI",-0.203064467104094,0.575277114620332,0.941868333948794,0.967539521765731,0.463677596126886,0.966588975894292,0.980980922061728,0.97055817113725,0.916461407839496,0.877570144318965,0.952740710823097,0.720804257736092,0.750548762472837,0.923269960065897,0.945563731505226,0.758259808314321,0.524591966471704,0.145163948347786,0.850716118869946,0.957066796761148,1,0.908819382874012,0.553352858461107,0.866959316909003,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,153,-136,0,0,0,0,53,0
"882121.WI",-0.144834047770357,0.595916325435931,0.871261420465255,0.854895266709214,0.424945349923035,0.868208368916138,0.857232703203994,0.835856219735524,0.792873069667013,0.838829987606749,0.886567068092191,0.63307115417798,0.612687662384609,0.83030466820965,0.809515718809667,0.571626308396186,0.463894503252698,0.110445759197801,0.629977638585201,0.828722444570733,0.908819382874012,1,0.473008449827443,0.686006698705755,180,0,0,0,0,0,0,0,1,0,0,0,127,0,0,84,180,-108,0,0,0,0,127,140
"882122.WI",-0.10051637311684,0.306179269555207,0.567344285732041,0.524373006418016,0.570393477495886,0.479658023573887,0.549209590108119,0.547233388375712,0.621333103150503,0.543870413235368,0.527759055776849,0.275067227315382,0.328735041816648,0.478413573059773,0.493195878225559,0.427224597004712,0.630171086766638,0.110534491745908,0.547722249905908,0.602938579918091,0.553352858461107,0.473008449827443,1,0.696657543517329,154,-12,-26,-28,-28,-117,-51,-117,-1,-54,-58,-56,0,-1,-1,-87,47,-161,-40,-1,-53,-127,0,-26
"882123.WI",-0.172063203269707,0.448354485118522,0.861831917273542,0.862467872194398,0.55352288535979,0.83363599806532,0.883955663820703,0.869691346737155,0.846309056456516,0.759739548307506,0.844028723120314,0.58950801109328,0.663352537266647,0.813771356671374,0.857889615465985,0.739848909802215,0.683944402575279,0.165142480856253,0.870132001864561,0.888169208212484,0.866959316909003,0.686006698705755,0.696657543517329,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,29,-135,0,0,0,-140,26,0
